index,error,correct form,edit distance
7842,suvenir,souvenirs,2
7630,straings,strange,2
6166,pracis,practice,3
293,abrao,abroad,2
8125,thougts,thoughts,1
3473,flighter,fighters,2
7582,stear,stare,2
1379,buscuit,biscuits,2
3555,fotographs,photographs,2
7816,suroundings,surroundings,1
7169,serioly,seriously,2
5109,might be,maybe,5
840,asociatio,association,2
2153,creatitivity,creativity,2
1648,churchs,churches,1
2265,decition,decision,1
8927,window shopping,window-shopping,1
5701,ourselve's,ourselves,1
3869,hade,had,1
2262,decission,decision,1
6643,refereence,reference,1
2090,coton,cotton,1
5101,mid years,mid-year,2
5372,nessisary,necessary,3
1398,bussy,busy,1
3948,hastle free,hassle-free,2
529,alchohol,alcohol,1
5772,parcle,parcel,2
5469,nowaday,nowadays,1
2760,duely,duly,1
5893,perhaphs,perhaps,1
5302,natually,naturally,1
8483,unfinised,unfinished,1
8074,theri,their,2
888,atendin,attending,2
6996,sccesful,successful,2
2579,discribe,describe,1
4452,inspiering,inspiring,1
3906,hapened,happened,1
8040,the kind,kinds,5
7507,specteras,spectacles,4
4655,kindergarted,kindergarten,1
4210,imediatly,immediately,2
3434,fingurechiefs,finger-prints,6
6558,reallity,reality,1
1121,behinde,behind,1
8431,unboubtlely,undoubtedly,3
2886,embarris,embarrass,2
6370,proude,proud,1
7291,sillyness,silliness,1
8454,understant,understand,1
1014,baries,various,3
987,balcon,balcony,1
1636,choosed,chose,2
5218,mortion,motion,1
6044,pleasn't,pleasant,2
1544,cemetary,cemetery,1
3636,furthur,further,1
2648,distroyed,destroyed,1
6756,representitive,representative,1
5527,occures,occurs,1
6528,rapresents,represents,1
7700,stuwards,stewards,1
1643,chosing,choosing,1
709,appetit,appetite,1
5540,of having,to have,5
5932,personels,personnel,2
1324,broke in,broken in,1
6267,priviledged,privileged,1
1872,comunicate,communicate,1
898,atmospher,atmosphere,1
7400,snak-bar,snack-bar,1
2381,desicions,decisions,2
1800,commision,commission,1
1521,catagoris,categories,2
8010,terryfied,terrified,1
5088,methaphors,metaphors,1
3861,guvernor,governor,1
5250,mucician,musician,1
7357,sivilization,civilization,1
7562,stamped adressed,stamped-addressed,2
5400,nineth,ninth,1
6704,relingushed,relinquished,2
5122,millionere,millionaire,2
5261,muny,money,2
8638,vandolism,vandalism,1
2241,deads,deeds,1
5700,ourselve,ourselves,1
3898,handlugage,hand luggage,2
7882,symthoms,symptoms,2
7659,stricly,strictly,1
138,louisa,louisa's,2
4689,labourious,laborious,1
4070,hobbys,hobbies,2
7328,sincieilly,sincerely,3
211,scotschman,scotchman,1
4879,lovest,lowest,1
2652,disturbe,disturb,1
8457,underwears,underwear,1
8556,unsuported,unsupported,1
7078,seans,scenes,3
6992,scane,scanned,2
1831,comparitively,comparatively,1
716,appointement,appointment,1
7174,serius,serious,1
8000,terrass,terrace,2
3157,exeeding,exceeding,1
1914,confectionary,confectionery,1
2463,didn's,didn't,1
6923,rythm,rhythm,1
2985,enthusatic,enthusiasm,4
8509,unhygenic,unhygienic,1
4550,investegated,investigated,1
6740,reparred,repaired,1
7224,shools,schools,1
4402,inhabitied,inhabited,1
5867,pennys,pennies,2
1902,cond,confidently,7
2582,discription,description,1
2500,difficut,difficult,1
2377,desesparate,desperate,3
5797,particulary,particularly,1
4293,inclouding,including,1
3902,hankerchief,handkerchief,1
3188,exmpl,example,2
1844,competitons,competitions,1
4500,interper,interpretations,8
3384,feelins,feelings,1
8955,woking,working,1
1451,can not,cannot,1
6336,prominant,prominent,1
2391,desirebl,desirable,2
7298,simialir,similarity,4
3116,exausted,exhausted,1
4290,incheck,check-in,5
1034,be cause,because,1
4742,learnd,learn,1
2643,distence,distance,1
1207,biskets,biscuits,3
2904,emp,embargo,5
8624,vairiant,variant,1
5843,pearent,parent,1
5521,occurance,occurrance,1
220,secondy,secondly,1
4659,kives,knives,1
8597,use to,used to,1
2459,did not manage,had not managed,3
8458,underworldbusiness,underworld business,1
8501,unhabitants,inhabitants,1
1220,blackend,blackened,1
819,arrieved,arrived,1
1454,cancell,cancelled,2
1146,benefitted,benefited,1
7046,scisser,scissors,2
3373,feaces,faeces,2
2915,emtied,emptied,1
4007,hedake,headache,3
4847,lof,lot,1
4748,leat,least,1
3286,fairfully,faithfully,2
3961,havent,haven't,1
2386,desillusion,disillusion,1
4604,jewelerys,jewellery,2
3543,fortright,forthright,1
2453,dicorated,decorated,1
7959,tediuos,tedious,2
8334,treath,threat,2
3880,half way,half-way,1
7619,stongl,strongly,2
1348,buisiness,business,1
7358,sixthy,sixty,1
3375,fealing,feeling,1
5120,millionare,millionaire,1
8794,weawlength,wavelength,3
2660,divercified,diversified,1
7468,sotial,social,1
6823,restictiv,restrictive,2
3618,funciona,functional,2
6703,religous,religious,1
8939,with out,without,1
4108,hoteljobs,hotel jobs,1
8294,toy from glass,glass toy,13
8425,unaceptable,unacceptable,1
1224,blanckate,blanket,3
1305,breez,breeze,1
7535,spoilted,spoiled,1
2911,empolyment,employment,2
4442,inport,import,1
730,appreciats,appreciate,1
5131,ministres,ministers,2
4887,luckilly,luckily,1
8749,was bite,bit,5
5427,non europeans,non-europeans,1
3784,governamental,government,3
7416,sofwar,software,2
1283,boxter,boxer,1
3146,excpieriance,experience,3
5361,nervousion,nervousness,4
6313,proffession,profession,1
2874,embaresing,embarrassing,3
9001,writter,wrote,3
3002,enyone,anyone,1
1181,bieng,being,2
1347,buish,bluish,1
6933,sade,sad,1
44,danisch,danish,1
2207,cutf,cutoff,2
6445,quarel,quarrel,1
7679,stuadresses,stewardesses,4
8322,transpearent,transparent,1
2536,diptheria,diphtheria,1
2212,cyvilisation,civilization,2
1779,combact,combat,1
4303,inconveniencely,inconvenience,2
3387,feets,feet,1
497,agravated,aggravated,1
437,adress,address,1
1803,commited,committed,1
142,massachusets,massachusetts,1
7073,sea sickness,sea-sickness,1
364,achived,achieved,1
7970,telles,tells,1
4607,jewlery,jewelry,2
6635,redude,reduce,1
2009,contenue,continue,1
1223,blancets,blankets,1
3833,groundfloor,ground floor,1
5709,out side,outside,1
1005,baragining,bargaining,2
3859,gurantte,guarantee,2
8046,thea,teams,3
3332,familys,families,2
6004,pinoneered,pioneered,1
4270,in't,isn't,1
2413,determin,determine,1
2298,delegats,delegates,1
1383,bushell,bushel,1
2924,encourange,encourage,1
7694,stuff room,staffroom,2
953,awailable,available,1
1851,complemantary,complementary,1
1481,careles,careless,1
8784,wave length,wavelength,1
6892,romantical,romantic,2
8745,warmingly,warmly,3
7270,sient,scientists,5
2631,dissappeared,disappeared,1
6545,reade,ready,1
6198,preffeson,profession,4
7852,swet,wet,1
1026,basse,base,1
1226,blether,blather,1
7443,somone,someone,1
6167,pracise,practice,2
5532,ochestra,orchestra,1
4984,manufactoring,manufacturing,1
4805,liqour,liquor,2
1071,becoms,becomes,1
5470,nowbody,nobody,1
7663,stroe,stall,3
252,venetia,venice,4
8767,wasnot,was not,1
5173,molcula,molecular,2
6539,reacent,recent,1
2101,coulor,colour,2
2321,demokratic,democratic,1
2327,denie,deny,2
5075,menthal,mental,1
2423,developes,develops,1
5074,mentaly,mentally,1
512,aimiable,amiable,1
8983,worthwile,worthwhile,1
4092,hopies,hobbies,2
7929,te,the,1
2283,deffinitely,definitely,1
3093,evocate,evoke,3
7893,syntoms,symptoms,2
115,iresh,irish,1
5969,phisically,physically,1
2620,dissabiliteys,disabilities,3
3113,exat,exact,1
162,norwaigan,norwegian,3
96,i'am,i'm,1
6095,poluited,polluted,2
7874,symphatetic,sympathetic,2
422,administratif,administrative,2
6943,sais,says,1
5091,metrone,matron,2
2849,electricals,electrical,1
1023,basicly,basically,2
783,architectors,architects,2
165,norwegean,norwegian,1
8661,vecinity,vicinity,1
4599,jelousy,jealousy,1
490,agenst,agents,2
793,areana,arena,1
6454,quaties,qualities,2
3800,grammer,grammar,1
984,baiscall,basically,3
7960,teen-ager,teenager,1
4947,maintaning,maintaining,1
8645,varie,varied,1
869,assymnerical,asymmetrical,3
370,aco,accomplished,9
5728,ovyge,oxygen,2
1812,commity,committee,3
485,againg,again,1
451,advertisments,advertisements,1
1674,citizentship,citizenship,1
7195,sgusli,scarcely,6
8863,wheather,weather,1
5156,mistres,mistress,1
3530,formaly,formally,1
4903,luxurous,luxurious,1
1759,coints,coins,1
6971,satellie,satellite,1
7436,someting,something,1
1764,colledge,college,1
6968,sarrority,sorority,2
1124,bein,being,1
4054,highschool,high school,1
1430,calours,colours,1
2027,controled,controlled,1
5756,pamplet,pamphlet,1
2280,deferent,different,2
6430,putten,button,2
3415,fifthy,fifty,1
8388,turists,tourists,1
2426,developpement,development,2
5441,normaly,normally,1
1376,bus-fere,bus fare,2
2839,eighthundred,eight hundred,1
8415,umanity,humanitarian,6
4283,inbreeded,inbred,3
5992,picknick,picnic,2
5832,patner,partners,2
1020,base camp,base-camp,1
8225,to punish,of punishing,5
2035,contuned,continued,2
3560,fourties,forties,1
59,empoymen,employmen,1
5127,minaturised,miniaturised,1
7020,school girl,schoolgirls,2
8787,wealthness,wealth,4
1964,conseption,conception,1
4404,inials,initials,2
434,adolescense,adolescence,1
7708,subsructure,substructures,2
258,whetherr,whether,1
7220,shoking,shocking,1
7018,school day,schoolday,1
1762,colleages,colleagues,1
3239,exsept,except,1
5553,oficial,official,1
8906,widend,widened,1
7085,sececialization,specialization,2
6483,quikly,quickly,1
6697,relevent,relevant,1
8491,unfortune,unfortunate,2
2683,domitory,dormitory,1
1341,bught,bought,1
5560,oke,ok,1
4567,irrepairable,irreparable,1
5748,paira,pair,1
1637,choosen,chosen,1
522,ajacent,adjacent,1
277,abillity,ability,1
1960,consentrates,concentrates,1
3663,garanttee,guarantee,2
706,apperently,apparently,1
360,achi,acheive,3
8844,wether,weather,1
6436,qonqearor,conqueror,3
7263,sicasely,scarcely,3
1292,brances,branches,1
4728,laty,lazy,1
6032,plase,please,1
3522,forgett,forget,1
6913,rumage,rummage,1
8657,vasteless,wasteful,5
1835,compatiable,compatible,1
5496,obligued,obliged,1
2171,critisism,criticism,1
4908,macanic,mechanic,2
5982,phyisical,physical,1
3545,fortunatelly,fortunately,1
1969,conserining,concerning,2
7302,similiar,similar,1
1508,cas,caused,3
8531,unparalelled,unparalleled,2
3349,fascism adept,adept of fascism,14
5972,phoncall,phone call,2
5287,nadar,nadir,1
494,agilization,?,11
5618,oppersit,opposite,3
5434,nonsene,nonsense,1
1906,condented,contented,1
8744,wardrope,wardrobe,1
5244,much less effect,far less effect,4
9010,yaht,yacht,1
5574,omnierant,omniscient,4
2975,enquest,inquire,4
2583,discusion,discussion,1
8108,thisty,thirsty,1
6409,punnishment,punishment,1
5341,negleckted,neglected,1
3354,fategue,fatigue,1
7226,shooted,shot,3
7282,signiter,signature,3
6100,ponch,punch,1
2343,deppnd,depend,1
6897,ronge,wrong,2
817,arrengments,arrangements,2
5904,perminant,permanent,2
3515,foreighn,foreign,1
5325,necesary,necessary,1
4068,hits song,hit songs,2
5958,phantasy,fantasy,2
3659,garantee,guarantee,1
410,additona,additional,2
164,norwegan,norwegian,1
6213,prepered,prepared,1
9015,yearnimg,yawning,3
8185,tirm,terms,2
3182,existance,existence,1
7153,sepent,spent,1
5681,othe,other,1
6410,punshing,?pushing,2
3607,fruts,fruits,1
2023,contries,countries,1
1641,choppnig,shopping,3
2174,critizing,criticizing,2
3198,expence,expense,1
613,analisis,analysis,1
187,puertoricans,puerto ricans,1
6090,pollunated,polluted,2
3280,faild,failed,1
5108,miece,mice,1
8883,whithin,within,1
8656,vasted,wasted,1
8098,thinked,think,2
2132,cout,country,3
2655,disturbes,disturbs,1
4912,machinary,machinery,1
2152,creater,creator,1
3315,famaly,family,1
713,applieing,applying,2
6293,proceedur,procedure,2
1721,cloods,clouds,1
5939,persue,pursue,1
1817,communitee,community,2
7099,sede,said,3
6551,reajusted,readjusted,1
1276,bouring,bored,4
5506,oc'lock,o'clock,2
3950,hav,having,3
8694,virginas,vaginas,2
792,areals,areas,1
7921,tarpp,trap,2
5390,nicelly,nicely,1
883,atand,attend,2
3513,forcasts,forecasts,1
5290,naphta,naphtha,1
879,at least,at last,1
4564,irrationallity,irrationality,1
3974,headding,headache,4
3411,fid,fit,1
8921,will be,am,7
8336,treatiments,treatments,1
4476,intelligense,intelligence,1
3215,explanaition,explanation,1
6502,radiater,radiator,1
1002,bankrupcy,bankruptcy,1
230,swedisch,swedish,1
2251,decendants,descendants,1
6431,putten,put,3
8970,work place,workplace,1
5320,neccesities,necessities,2
317,accesing,assessing,3
8157,thrue,through,3
2315,delux,de luxe,2
3126,excelent,excellent,1
5749,paire,pair,1
1369,burocratic,bureaucratic,3
5957,phamplets,pamphlets,2
8018,thand,thank,1
3499,for allowing,to be allowed,7
5774,pardot,pardon,1
7445,somtimes,sometimes,1
6590,reciently,recently,1
4118,houshe,household,4
3277,factr,factory,2
4692,labratories,laboratories,1
2309,deliquencence,delinquents,6
3713,girl friends,girl-friends,1
986,balance deficit,deficit balance,14
1150,benificial,beneficial,1
6521,ralaxing,to relax,7
4071,hobies,hobbies,1
3251,extreems,extremes,2
5508,ocasions,occasions,1
1046,beated,beat,2
7215,shiping,shipping,1
1152,benifishial,beneficial,3
8829,weman,women,2
7963,teket,ticket,2
424,adminstration,administration,1
6829,resurect,resurrect,1
4486,interests towns,interesting towns,3
6406,punisment,punishment,1
762,apset,upset,1
509,aieroport,airport,2
9043,zeenith,zenith,1
5097,microb,microbes,2
3258,eye catching,eye-catching,1
8697,visiters,visitors,1
8494,unfourtanly,unfortunately,5
5576,omv,move,3
6866,ripere,repair,4
6080,police man,policeman,1
2858,eletric,electric,1
2671,docter,doctor,1
7749,suft,soft,1
5123,millionnaire,millionaire,1
7397,smilin,smiling,1
9037,yourney,journey,1
7385,slipt,slipped,3
6051,plese,please,1
7246,shoure,sure,2
3444,fireeater,fire-eater,1
7364,skillfull,skilful,2
7555,sramble,scrambled,2
7532,splitted,spilt,4
2673,doculent,documents,2
7427,some think,something,2
3694,generousity,generosity,1
8230,to say,saying,6
1889,concerne,concerned,1
4186,ilness,illness,1
3162,exemplyfie,exemplified,2
8258,tok,took,1
8138,thr,there,2
404,adaptibility,adaptability,1
3964,head master,headmaster,1
4630,juridicial,judicial,2
7529,splendude,splendid,2
4673,knowledable,knowledgeable,2
8084,thieft,theft,1
8841,wery,very,1
654,answerd,answered,1
545,alloted,allotted,1
6775,resamble,resemble,1
6738,repare,repair,2
6271,proad,proud,1
1581,chanch,chance,1
686,apoint,appoint,1
2867,elu,education,7
7711,subtrcat,subtract,2
2346,depresed,depressed,1
7401,snapses,snaps,2
2786,eatean,eaten,1
492,agian,again,2
3466,flabbergusted,flabbergasted,1
4319,incorporatd,incorporated,1
134,kalifornia,california,1
567,always',always,1
5612,oposide,opposite,2
5423,nois,noise,1
32,carabean,caribbean,2
3830,grops,crops,1
8729,wainting,waiting,1
154,new yourk,new york,1
7888,synonomous,synonymous,1
7518,spenlid,splendid,2
2187,culpret,culprit,1
2940,enesiles,initials,5
5049,medicin,medicine,1
3631,furfill,fulfil,2
6263,privat,private,1
1093,beeteen,between,2
184,porto ricans,puerto ricans,2
8063,them self,themselves,4
5100,mid year,mid-year,1
6326,prograr,programme,3
7469,souces,sources,1
6796,resorces,resources,1
649,ansestor,ancestors,2
6402,punctuared,punctured,1
4090,honnor,honour,2
1480,carefylly,carefully,1
595,amoug,among,1
1240,boattrip,boat trip,1
7388,slovely,slowly,2
8684,vife,wife,1
38,commonweath,commonwealth,1
5787,parrents,parents,1
7352,sitted,seated,2
6660,refreshements,refreshments,1
542,allienate,alienate,1
5050,medicin,medicines,2
8341,treshold,threshold,1
4447,insearch,in search,1
5717,over put,overpowering,8
2304,delicouse,delicious,2
3627,funichular,funicular,1
2347,depreshtion,depression,2
7355,situed,situated,2
3196,expections,expectations,2
117,irisch,irish,1
1449,can'not,cannot,1
7820,surpress,suppress,1
3665,garanty,guarantee,3
2113,countries',country's,3
5924,perseverence,perseverance,1
5946,persume,presume,2
3700,gentle man,gentleman,1
7079,searchd,searched,1
8179,tinu,tiny,1
4304,inconveniencies,inconvenience,2
3245,extatic,ecstatic,2
4705,lagy,lazy,1
981,bage,beg,2
5104,middle aged,middle-aged,1
6146,potates,potatoes,1
7396,small delinquency,minor delinquents,7
651,ansion,ancient,3
5609,opion,opinion,2
8504,unhealty,unhealthy,1
5070,menes,means,2
1701,clearify,clarify,1
73,finnich,finnish,1
6279,probarly,probably,1
2735,drik,drinks,2
8807,weist,waist,1
722,appologized,apologized,1
7854,swiched,switched,1
6588,recevid,received,2
6932,sadan,southern,6
1108,beginn,begin,1
7735,sucssuful,successful,3
7556,ssissors,scissors,1
6403,punishement,punishment,1
1077,becune,began,3
7614,stomak,stomach,2
4854,lonelyness,loneliness,1
6183,precidency,presidency,1
1288,bradcas,broadcast,2
3854,guitarre,guitar,2
5711,ouy,buy,1
6780,researvation,reservation,1
1315,britania,britannia,1
2641,dissucussion,discussion,2
5461,notised,noticed,1
3788,governent,government,1
7587,steir,stare,3
8890,whol,whole,1
5986,physologi,physiology,2
8901,whyliest,whilst,3
8331,trayed,tried,2
615,analiss,analysis,2
6726,remmeber,remember,2
1875,comunitee,community,3
8522,unknow,unknown,1
7179,serton,certain,3
3825,greene,green,1
2642,distanse,distance,1
4130,human-beeings,human beings,2
2392,desireble,desirable,1
1623,chimnies,chimneys,2
8759,was trying,had tried,5
2499,difficiently,difficult,5
3356,fatiging,fatiguing,1
1083,beedrooms,bedrooms,1
2508,dificulty,difficulty,1
4178,illeteracy,illiteracy,1
6904,roumers,rumours,3
8804,weekena,weekend,1
8826,wellcome,welcome,1
3003,enything,anything,1
560,alse,else,1
3478,flover,flour,2
1316,britian,britain,2
2068,corperate,co-operate,2
3025,ergent,urgent,1
4028,here with,herewith,1
6974,satisfactary,satisfactory,1
4464,insuch,in such,1
5579,one'oclock,one o'clock,2
3420,fightened,frightened,1
5338,neet,neat,1
1572,chacke,checked,2
5657,ordinair,ordinary,2
4407,initative,initiative,1
408,addimitt,admitted,4
2945,engauge,engage,1
4533,introductive,introductory,3
5249,mucian,museum,4
7351,sitt,situation,5
847,assaultants,assaulters,3
6800,resoviors,reservoirs,4
4427,innitial,initials,2
7151,separeted,separated,1
2421,develope,develops,1
5402,nintieth,ninetieth,1
1363,burgalary,burglary,1
4353,indidua,individual,3
7526,spitefull,spiteful,1
1113,behaive,behaviour,4
9000,writter,writer,1
6200,pregent,pregnant,2
2143,craftman,craftsman,1
8293,townhall,town hall,1
8575,up dated,updated,1
5822,pasttime,pastime,1
6441,quandry,quandary,1
1728,clour,colour,1
6758,representive,representative,2
6285,problemes,problems,1
5737,paar,pair,1
8405,typied,typed,1
97,i'd to walked,i,12
4950,mak,make,1
3236,exsaggerated,exaggerated,1
6685,relasions,relations,1
6306,proffecional,professional,3
3751,gon,gone,1
6025,plaing,playing,1
8960,wonderous,wondrous,1
3903,hansem,handsome,3
5665,orginally,originally,1
1900,conclutions,conclusions,1
2568,discoteque,discotheque,1
2766,dush,dusk,1
214,scott,scot,1
8279,touchered,touched,2
4938,magnifisant,magnificent,2
6686,relation ship,relationship,1
2764,durin,during,1
3264,faciilities,facilities,1
7059,screeming,screaming,1
4553,invironmen,environment,2
2529,dining room,dining-room,1
2220,daning,dancing,1
8664,vegation,vegetation,2
6003,pinic,picnic,1
8790,weare,wear,1
4744,leart,learnt,1
4156,hygene,hygiene,1
778,aranged,arranged,1
7185,sesion,session,1
2869,embarased,embarrassed,2
972,bacom,become,2
7216,shippin,shipping,1
2555,disapprovs,disapproves,1
5974,phonenumber,phone number,1
8481,uneymployment,unemployment,1
5260,munny,money,2
2448,dicidely,decidedly,2
3011,equel,equal,1
6618,recomendation,recommendation,1
7520,sperical,spherical,1
1103,beggining,beginning,2
2104,coulors,colours,2
8413,ultimatel,ultimate,1
1196,biologichal,biological,1
1200,biquits,biscuits,2
693,appaled,appalled,1
3127,excellents,excellent,1
5132,minits,minutes,2
3716,girle friend,girl friend,1
4492,intergrated,integrated,1
837,askin,asking,1
5546,offerd,offered,1
7209,sheperd,shepherd,1
6772,requsted,requested,1
2095,cought,catch,4
4817,listner,listener,1
1754,cofficien,coefficient,2
1015,barriars,barriers,1
4136,hunderd,hundred,2
2456,dictionery,dictionary,1
4214,imformation,information,1
6851,rhumours,rumours,1
2444,diceased,deceased,1
2515,dilemmaes,dilemmas,1
2939,enemys,enemies,2
8423,un healthy,unhealthy,1
1719,clock alarm,alarm-clock,9
6894,romming,roaming,1
2416,detirioration,deterioration,1
4318,incorigible,incorrigible,1
4475,intellegence,intelligence,1
4254,impotan,important,2
3485,folcloristic,folklore,6
3726,glanze,glance,1
5855,peices,pieces,2
1045,bearly,barely,2
3754,good bye,goodbye,1
1716,climed,climbed,1
6206,prensent,present,1
2781,earlyest,earliest,1
1686,claimming,claiming,1
4699,lagages,luggage,3
1656,cigarrette,cigarette,1
7064,scrutiniesed,scrutinized,2
6401,pumkin,pumpkin,1
5941,persueded,persued,2
1882,concening,concerning,1
7976,temperary,temporary,1
2375,desent,decent,1
4521,intirely,entirely,1
6960,sammer,summer,1
1447,camra men,cameramen,2
3986,healt,health,1
1392,busness,business,1
3735,glowes,clouds,3
3172,exgues me,excuse me,3
3158,exellance,excellance,1
6805,responce,response,1
3015,equipement,equipment,1
741,appropria,appropriate,2
2464,didn't go,hadn't gone,4
1822,compagnion,companion,1
314,accepte,accept,1
6230,preumin,presuming,2
1265,bottan,button,2
6739,repared,repaired,1
8215,to left,to leave,3
5649,oragnisation,organization,3
1555,cerrisfied,satisfied,4
933,automn,autumn,1
156,nixon-affair,nixon affair,1
7257,shuch,such,1
3240,exsiting,exciting,1
8512,unioun,union,1
8034,the pasific,the pacific,1
4770,leutenant,lieutenant,1
5027,mauldin,maudlin,2
608,an other,the other,3
8719,wa,wearing,5
4714,laone,loaned,3
5758,pannic,panic,1
8053,thecniques,techniques,2
6123,posistion,position,1
2215,dammage,damage,1
969,back yard,backyard,1
7637,stratagy,strategy,1
8808,welcame,welcome,1
6473,quick tempered,quick-tempered,1
3807,granty,guarantee,4
5998,pijama,pyjamas,2
6396,publick,public,1
5674,orkester,orchestra,4
8825,well upbrought,well brought up,5
3394,felow,fellow,1
6918,runned,ran,4
5370,nessecry,necessary,4
4726,latec,latest,2
2473,dieng,dying,2
7906,take of,take off,1
3496,food stuffs,foodstuffs,1
7248,shoutting,shouting,1
6026,planeterium,planetarium,1
894,atlast,at last,1
8640,varable,variable,1
739,appropiat,appropriate,2
7249,shoutting-galery,shooting gallery,4
3757,good humer,good-humoured,5
2610,dispatche,despatched,2
8038,the crimes,crime,5
8446,under standing,understanding,1
8515,universaly,universally,1
7761,sumarys,summarys,1
30,canadien,canadian,1
2546,disapeared,disappeared,1
8957,womon,women,1
7726,suceed,succeed,1
6368,protery,poetry,3
2370,descvription,description,1
5243,moveing,moving,1
6889,rog,wrong,2
1806,commitie,committee,2
3169,exerlant,excellent,3
1993,consuntrate,concentrate,2
569,alwright,all right,2
1843,competion,competition,2
6335,promblem,problem,1
534,all most,almost,2
4779,librairys,libraries,3
8077,thes,this,1
5160,mixedaround,mixed around,1
8075,thermawere,thermawear,2
4998,maraton,marathon,1
4811,lissening,listening,1
6027,planified,planned,3
4701,laggege,luggage,2
1610,cherwered,cheered,2
2086,costes,costs,1
13,austrain,austrian,2
2170,critisise,criticised,2
3386,feeth,feet,1
1639,choping,chopping,1
8633,vancancy,vacancy,1
8534,unplesent,unpleasant,2
6113,portier,porter,1
2994,enviromen,environment,2
678,aparently,apparently,1
4170,igh,light,2
5500,obsticles,obstacles,1
1741,coalisions,coalitions,1
8943,witte,write,2
401,acussed,accused,2
3628,funney,funny,1
8691,violance,violence,1
4193,im,in,1
4120,how ever,however,1
6479,quies,queries,2
5801,partisipants,participants,1
7703,sub-urbs,suburbs,1
246,tusseau's,tussaud's,2
6876,ro,to,1
4551,investers,investors,1
1770,colloquel,colloquial,2
8572,unwravelled,unravelled,1
7231,shopassistant,shop-assistant,1
6297,proceur,procedure,2
705,apperentl,apparently,2
6629,rectacular,rectangular,2
2558,disater,disaster,1
5247,much stricter,more strictly,5
8700,visted,visited,1
8936,wisses,wishes,1
7068,se,sciences,6
2817,effecient,effeccient,1
2432,devides,divides,1
672,anythin,anything,1
6967,sargent,sergeant,2
4793,lifes,lives,1
5465,novellists,novelists,1
3911,happeist,happiest,2
3494,food borne,food-borne,1
2011,conteted,contented,1
4288,incesant,incessant,1
1990,constituences,constituencies,1
3968,headaike,headache,2
5914,perpertual,perpetual,1
2014,continious,continuous,1
3602,fruist,fruits,2
3828,grievious,grievous,1
7183,serveral,several,1
1303,breeding up,breeding,3
7056,screan,screen,1
2736,driking,drinking,1
7513,speer,spear,1
6531,rasing,raising,1
2597,disiplines,disciplines,1
4154,hyge,huge,1
4388,inforced,enforced,1
8874,whi,which,2
1373,bursh,brush,2
897,atmospeare,atmosphere,2
2332,departament,department,1
1230,blu,blue,1
1528,catergoys,category,3
8788,weanter,winter,2
8153,througt,thought,2
1332,broun,brown,1
8404,tyme,time,1
7592,sterring,steering-wheel,7
5559,ojects,objects,1
177,pakistans,pakistanis,1
9030,youn,young,1
3037,especaily,especially,2
7223,shool,school,1
0,afaganistan,afghanistan,2
8417,umblemished,unblemished,1
1534,cautch,caught,3
6664,refridgerator,refrigerator,1
3867,had been,were,7
6675,regsirtie,registries,4
4532,intreview,interview,2
1362,buory,buried,4
1117,behaviou,behaviour,1
3811,grate ful,grateful,1
4434,innosence,innocence,1
7839,suu,such,2
7265,sicencly,sincerely,3
4850,loked,looked,1
2037,conventia,conventional,3
4643,karete,karate,1
7911,takertif,talkative,5
4584,itimized,itemized,1
6148,potetoes,potatoes,1
7213,shilts,shifts,1
8655,vaste,vast,1
3084,everythink,everything,1
8031,thay,that,1
7337,sintoms,symptoms,3
540,allert,alert,1
601,amusment,amusement,1
5340,negitivel,negatively,2
8564,untill,until,1
5848,peciont,patient,3
3798,grambling,grumbling,1
2222,darby,derby,1
4251,imposible,impossible,1
1574,chaires,chairs,1
4761,lengh,length,1
3426,finaly,finally,1
8232,to see,to be seen,4
951,avilabl,available,2
3219,explaratory,exploratory,1
7300,similaril,similarly,2
2180,crowdy,crowded,2
715,appoinments,appointments,1
7242,shoud,should,1
6478,quiently,quietly,1
6160,powder mill,powder-mill,1
322,accidant,accident,1
9007,wrot,wrote,1
1403,butchelor,bachelor,2
3017,equipted,equiped,1
5755,pamphalet,pamphlet,1
860,assitance,assistance,1
3709,gifs,gifts,1
2279,defenitions,definitions,1
4969,maners,manners,1
2018,continout,continued,3
4352,indestry,industry,1
7725,succid,succeed,2
3418,figer,figure,2
1788,comibine,combine,1
1816,communcatio,communication,2
186,privi counsil,privy council,2
5254,muinutes,minutes,1
1603,check up,check-up,1
4577,is layed,lies,6
7939,teaspoon full,teaspoonsful,2
3242,exspelled,expelled,1
7642,streagh,strange,3
1546,cenralized,centralized,1
7917,tanke,thank,2
5927,persom,person,1
3613,fullfil,fulfill,2
4803,line's work,line of work,3
5008,marride,married,2
2489,differeciate,differentiate,2
1091,beer hall,beer-hall,1
2390,desireable,desirable,1
7633,strang,strange,1
4849,lokal,local,1
4093,hoppies,hobbies,2
714,appoa,approach,3
8499,ungertly,urgently,2
2383,desided,decided,1
2553,disapper,disappear,1
5570,ommision,omission,2
3047,estabishments,establishments,1
7560,staf,staff,1
2405,desription,description,1
6595,recieve,receipt,4
7109,seige,siege,2
892,athough,although,1
2634,dissappoint,disappoint,1
2085,cosmatics,cosmetics,1
1901,concret,concrete,1
1959,consentrated,concentrated,1
6193,preferance,preference,1
5000,maried,married,1
6983,saussages,sausages,1
484,aftere,after,1
6218,presipice,precipice,1
8233,to solve,solving,6
2923,encounted,encountered,2
1666,cirles,circles,1
